text,sentiment
Ibu saya belum bisa mengembalikan uang dan akhirnya diperkosa oleh tetangga saya secara paksa ,0
Anak tiri saya sangat pendiam Saat saya tanya lebih dalam ternyata ia pernah dilecehkan dan diperkosa om-om di dekat rumahnya,0
Suami saya mengurung saya di dalam rumah membuat saya tidak berdaya dalam melakukan apapun,0
Aku sering banget dirasisin temen temen karena kulitnya hitam,1
Teman saya sering dilecehkan karena pakaiannya yang terlalu terbuka,1
Istri saya bertengkar dengan tetangga tapi anak saya yang jadi korban terkena lemparan batu,0
Ayah aku suka banget marahin aku dengan kata kasar emang ngga main tangan sih tapi kata-katanya nyakitin banget,1
Aku ingin bunuh diri ibu selalu menganiaya aku pakai senjata tajam Kulit aku sering disayat Aku depresi,0
Badan saya selalu dipukul dengan benda keras oleh anak tiri saya,0
Ibu aku suka banget maksa dengan nada yang kasar Dia ngatain aku ga berguna tapi ngarepin bantuan aku Aku benci banget sama ibu,1
Lelaki yang saya nikahi ternyata sering memaksa saya untuk melakukan hubungan badan dengan lelaki lain Saya merasa dipaksa dan takut,0
Anak saya dicubit oleh omnya karena gemas,1
Ibu saya sering memaksa saya belajar keras sehingga saat saya pergi ke psikolog saya didiagnosis memiliki gangguan skizofrenia,0
Saya menemukan anak tetangga (perempuan) yang diperkosa setiap malam oleh ketua RT Saya tidak berani membelanya,0
Setiap hari saya dipaksa untuk melayani om saya untuk memenuhi hawa nafsunya,0
TOLONG ANAK LAKI LAKI SAYA DISODOMI TEMANNYA DI ASRAMA SEKOLAH,0
Kemarin sore saya melihat seorang wanita dibius dan diperkosa oleh beberapa pria dan dibawa di toilet umum,0
Anak tetangga saya saat masih kecil pernah dicabuli oleh staf dari sekolahnya sekarang ia trauma,0
Aku menggunakan pakaian tertutup jika keluar rumah Tapi segerombolan laki-laki tiba-tiba melecehkan saya karena dada saya yang besar saya sangat malu dan ingin menangis,1
Sehabis pulang kerja kemarin saya meninggalkan anak sendirian di rumah Ternyata ada maling masuk dan sedang melakukan pemerkosaan pada anak saya Saya menjerit dan anak saya menangis Anak saya sekarang trauma mohon diusut,0
Tetangga saya menyewakan bayinya untuk dibawa berkeliling oleh para pengemis,1
Selamat pagi saya ingin melaporkan adanya aktivitas mencurigakan yang diduga perdagangan orang di daerah saya yang beralamatkan jalan melati nomor sepuluh,0
Paman saya suka memasang wajah cabul dan ketika saya tidur saya merasa dia menggerayangi saya,0
kenalan saya sekolah di SMP A dia terkena bully hingga dipukuli ditendang ditampar dan dianiaya kelompoknya,0
kemarin saya melihat preman di jalan x saya melihat komplotan preman yang memberikan anak kecil barang asongan untuk dijual,0
Suami saya sering mengatai saya goblok tolol biadab dan lainnya Karena saya menikah dengan dia dijodohkan jadi tidak ada cinta diantara kita Saya merasa tersiksa setiap harinya,1
Tolong saya anak saya diperkosa oleh gurunya di sekolah Dia jadi pendiam dan tidak mau bersosialisasi,0
Ibu saya baru saja menikah lagi dengan pria luar negeri Tapi pernikahan mereka tidak harmonis Kerap kali ibu saya dikatakan kata-kata umpatan setiap kali dia mabuk Ibu saya dikatai pelacur bajingan bodoh tolol dan kata-kata menyakitkan lainnya,1
Saya benci dengan kakak ipar saya dia suka menyentuh bagian dada saya dengan sengaja Padahal saya sudah memperlihatkan ketidaknyamanan yang saya rasakan,0
Ayah saya pergi dan tidak pernah kembali karena tidak sanggup memberi makan saya dan adik,0
Kenalan saya mengadopsi anak tapi karena anak itu sering menangis kenalan saya sering melakukan kekerasan fisik padanya Seperti membantingnya memukulnya dan menamparnya Padahal anaknya baru berumur 6 bulan,0
Kemarin saya bertemu lagi dengan teman SMA yang sudah lama tidak bertemu Tapi ternyata saya dijebak saya ditahan dan diperkosa olehnya lalu setelahnya dia kabur,0
Perilaku anak saya terlihat aneh dan ketakutan Saat saya tanya ternyata dia habis dipaksa melakukan hubungan badan dengan tentangga,0
